index	wifi_id	ts	area	dwell_time
58933	290138	1484220788	2f	263
58934	290138	1484220789	2f-right-2	24
58942	290138	1484220903	2f-stair	148
59030	179281	1484221957	out	170
59043	179281	1484221984	1f	130
59045	179281	1484221984	in	130
59046	179281	1484221984	1f-right-3	103
59056	179281	1484221993	1f-left-2	116
59059	179281	1484221997	1f-right-2	56
59076	179281	1484222033	1f-left-3	81
60651	71302	1484280649	out	122
60904	71302	1484283297	out	545
62165	40672	1484294556	out	21
63787	103743	1484308481	out	60
64003	24625	1484310119	out	2187
64598	154856	1484353693	out	275
64830	24625	1484359659	out	124
64846	24625	1484359715	in	13
64960	78168	1484361357	out	179
65393	154856	1484366833	1f	481
65394	154856	1484366833	out	2526
65395	154856	1484366833	in	2466
65396	154856	1484366854	1f-left-2	334
65397	154856	1484366854	1f-left-3	203
65398	154856	1484366855	1f-right-3	269
65401	154856	1484367006	1f-right-2	248
65447	154856	1484367376	2f-stair	1775
65448	154856	1484367376	2f	1775
65487	154856	1484367811	2f-left-1	638
65488	154856	1484367812	2f-right-2	82
65704	154856	1484369232	1f	37
65705	154856	1484369232	1f-left-3	37
65716	154856	1484369255	1f-left-2	14
66279	37044	1484375071	out	2253
66292	37044	1484375125	in	2145
66298	37044	1484375136	1f-left-3	313
66299	37044	1484375136	1f	2133
66311	37044	1484375185	1f-right-3	149
66315	37044	1484375251	2f	1450
66316	37044	1484375251	2f-right-2	1049
66317	37044	1484375255	1f-right-2	300
66323	37044	1484375279	2f-left-1	1182
66326	37044	1484375306	1f-left-2	225
66350	37044	1484375495	1f-right-1	62
66366	37044	1484375616	2f-stair	894
66403	37044	1484375788	2f-right-1	723
66424	37044	1484375884	2f-left-2	817
66522	37044	1484376529	1f-right-2	724
66523	37044	1484376530	1f-right-1	701
66524	37044	1484376536	1f-left-3	729
66526	37044	1484376544	1f-left-2	711
66527	37044	1484376546	1f-right-3	711
66532	37044	1484376608	1f-left-1	627
66698	310583	1484378356	out	370
66705	310583	1484378400	in	282
66706	310583	1484378400	1f-left-3	270
66707	310583	1484378400	1f	282
66708	310583	1484378417	1f-right-3	256
66714	310583	1484378439	1f-right-2	217
66715	310583	1484378446	1f-left-2	214
66725	310583	1484378534	1f-right-1	47
66883	37044	1484380296	out	1184
67000	310583	1484382245	out	36
67059	310583	1484383195	out	58
69284	66087	1484398884	out	312
69702	16200	1484402389	out	40
69731	24625	1484404524	out	418
69745	24625	1484406571	out	1373
69789	22063	1484440881	out	877
70653	22063	1484452645	out	385
70662	22063	1484452784	in	79
70663	22063	1484452787	1f-left-3	73
70664	22063	1484452787	1f	76
70665	22063	1484452791	1f-right-3	65
70667	22063	1484452797	1f-right-2	52
70668	22063	1484452797	1f-left-2	56
70674	22063	1484452812	1f-right-1	28
70676	22063	1484452820	1f-left-1	12
70681	22063	1484452857	2f	2
70847	194029	1484454370	out	847
70856	194029	1484454404	1f-right-2	555
70857	194029	1484454404	1f	808
70858	194029	1484454404	in	808
70859	194029	1484454404	1f-left-2	616
70873	194029	1484454488	1f-right-1	652
70879	194029	1484454540	2f-stair	125
70880	194029	1484454540	2f	128
70883	194029	1484454553	2f-right-1	66
70884	194029	1484454553	2f-right-2	66
70892	194029	1484454596	2f-left-2	3
70893	194029	1484454596	2f-left-1	72
70906	194029	1484454812	1f-left-1	267
70909	194029	1484454879	1f-right-3	330
70949	106764	1484455207	out	2069
70961	106764	1484455248	in	1938
70962	106764	1484455248	1f-left-2	93
70963	106764	1484455248	1f	464
70964	106764	1484455250	1f-left-3	404
70978	106764	1484455277	1f-right-3	17
70986	106764	1484455369	1f-right-2	336
71039	106764	1484455807	2f-right-1	1026
71040	106764	1484455807	2f	1183
71058	106764	1484456105	2f-left-1	885
71059	106764	1484456109	2f-right-2	721
71062	106764	1484456133	2f-left-2	847
71080	106764	1484456287	2f-stair	568
71104	106764	1484456580	1f-right-2	178
71105	106764	1484456580	1f	606
71107	106764	1484456592	1f-right-3	163
71109	106764	1484456623	1f-left-2	563
71112	106764	1484456658	1f-left-3	528
71138	106764	1484457033	1f-left-1	122
71239	95095	1484458472	out	74
71635	148074	1484461266	out	1876
71636	148074	1484461277	in	1749
71637	148074	1484461277	1f	848
71638	148074	1484461277	1f-left-3	132
71640	148074	1484461287	1f-left-2	118
71641	148074	1484461289	1f-right-2	161
71642	148074	1484461295	1f-right-3	111
71647	148074	1484461319	1f-right-1	132
71674	148074	1484461509	2f-stair	300
71675	148074	1484461509	2f	1447
71706	148074	1484461743	2f-right-1	18
71770	148074	1484462081	2f-left-1	775
71778	148074	1484462097	2f-right-2	759
71788	148074	1484462148	2f-left-2	493
71882	148074	1484462937	2f-stair	19
71885	148074	1484462977	1f	48
72678	51135	1484470263	out	211
72686	51135	1484470304	1f	105
72687	51135	1484470304	in	105
72690	51135	1484470361	1f-left-3	49
73253	95302	1484475663	out	1903
73256	95302	1484475680	1f-left-2	122
73258	95302	1484475680	in	1610
73259	95302	1484475680	1f	167
73262	95302	1484475712	1f-right-3	38
73263	95302	1484475728	1f-right-2	73
73274	95302	1484475914	2f	1143
73275	95302	1484475914	2f-right-1	821
73276	95302	1484475917	2f-right-2	892
73280	95302	1484475928	2f-left-2	952
73281	95302	1484475928	2f-left-1	1129
73454	95302	1484477198	1f	92
73455	95302	1484477199	1f-right-1	16
73458	95302	1484477208	1f-right-2	4
73814	95302	1484480575	out	511
73817	95302	1484480662	2f	180
73818	95302	1484480662	2f-left-1	180
73819	95302	1484480662	in	392
73830	95302	1484480797	1f	257
73857	95302	1484480972	1f-left-1	49
73861	95302	1484481045	1f-right-3	2
74231	16200	1484483921	out	228
